id	village	rus_village	village_altnames	lat	lon	coord_source	settlement_type	lang	aff	family	republic	region	elevation	kutans	source	page	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltl_village_dialect	gltc_village_dialect	gltl_dialect	gltc_dialect	gltc_lang	lang_col	aff_col	dialect_comment	villagelang_comment	manual	version
141	Doronub	Доронуб	NA	42.124689	46.809427	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1876.57202148438	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Tlesserukh	Тлессерухский	NA	NA	Doronub	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
142	Chanab	Чанаб	NA	42.125345	46.90434	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	2298.3974609375	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Rissib	Риссибский	NA	NA	Chanab	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
143	Kutikh	Кутих	NA	42.12587	46.78902	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1737.69897460938	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	NA	NA	NA	NA	Kutikh	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
144	Dusrakh	Дусрах	NA	42.1275	46.8792	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1872.45385742188	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Rissib	Риссибский	NA	NA	Dusrakh	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
145	Chvadab	Чвадаб	NA	42.13028	46.87639	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1856.01721191406	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Rissib	Риссибский	NA	NA	Chvadab	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
146	Kosroda	Косрода	NA	42.13141	46.85829	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	2096.43188476563	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Rissib	Риссибский	NA	NA	Kosroda	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
147	Gendukh	Гендух	NA	42.13476	46.403084	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1751.52648925781	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Antsrosunkhada	Анцросунхадинский	NA	NA	Gendukh	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
148	Gvedysh	Гведыш	NA	42.13591	46.41437	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1853.4951171875	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Antsrosunkhada	Анцросунхадинский	NA	NA	Gvedysh	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
149	Tlyarobazutl'	Тляробазутль	NA	42.14039	46.77575	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1942.02014160156	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tlyarobazutl'	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
150	Nukush	Нукуш	NA	42.1492	46.80579	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1697.74047851563	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Karakh	Карахский	Tlesserukh	Тлессерухский	NA	NA	Nukush	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
151	Tsemer	Цемер	NA	42.15195	46.75296	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	2093.41723632813	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Tlesserukh	Тлессерухский	NA	NA	Tsemer	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
152	Mogrob	Могроб	NA	42.15672	46.86521	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1958.77600097656	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Rissib	Риссибский	NA	NA	Mogrob	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
153	Irib	Ириб	NA	42.1606	46.8169	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1646.95629882813	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Karakh	Карахский	Tlesserukh	Тлессерухский	NA	NA	Irib	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
154	Childa	Чилда	NA	42.16328	46.34734	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1513.40502929688	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Rissib	Риссибский	NA	NA	Childa	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
155	Anada	Анада	NA	42.17306	46.36917	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1882.53393554688	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Anada	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
156	Baginub	Багинуб	NA	42.1743	46.88159	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1917.81408691406	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Karakh	Карахский	Mukratl'	Мукратльский	NA	NA	Baginub	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
157	Khinub	Хинуб	NA	42.17454	46.82406	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1703.35925292969	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Karakh	Карахский	Tlesserukh	Тлессерухский	NA	NA	Khinub	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
158	Kuchrab	Кучраб	NA	42.17506	46.90244	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	2011.05798339844	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Karakh	Карахский	Mukratl'	Мукратльский	NA	NA	Kuchrab	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
159	Khidib	Хидиб	NA	42.17812	46.36299	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1924.07897949219	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash	Ташский	NA	NA	Khidib	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
160	Tlobzoda	Тлобзода	NA	42.17944	46.37111	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1894.05444335938	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tlobzoda	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
161	Khurukh	Хурух	NA	42.18441	46.85807	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1774.28857421875	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Karakh	Карахский	Mukratl'	Мукратльский	NA	NA	Khurukh	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
162	Rul'dab	Рульдаб	NA	42.18472	46.85028	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1990.74951171875	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Tlesserukh	Тлессерухский	NA	NA	Rul'dab	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
163	Khuty	Хуты	NA	42.1875	47.07	Legacy data	NA	Lak	Lak	East Caucasian	Daghestan	NA	1740.40795898438	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Khuty	NA	NA	NA	NA	lakk1252	#cc9900	#cc9900	NA	NA	no	2022-06-02
164	Katroso	Катросо	NA	42.188329	46.33021	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1658.35485839844	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Katroso	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
165	Antsukh	Анцух	NA	42.1892	46.3397	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1336.34020996094	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Antsukh	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
166	Gebguda	Гебгуда	NA	42.190026	46.354817	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1754.84094238281	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash	Ташский	NA	NA	Gebguda	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
167	Chadakolob	Чадаколоб	NA	42.19182	46.31981	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1735.08715820313	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Chadakolob	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
168	Khorta	Хорта	NA	42.19329	46.35976	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	2016.37036132812	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash	Ташский	NA	NA	Khorta	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
169	Chododa	Чодода	NA	42.193439	46.314784	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1868.45288085938	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Chadakolob	Чадаколобский	NA	NA	Chododa	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
170	Noyrukh	Нойрух	NA	42.193895	46.38005	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1839.22424316406	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Noyrukh	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
171	Magar	Магар	NA	42.19546	46.843669	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1493.29748535156	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Mukratl'	Мукратльский	NA	NA	Magar	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
172	Mukutl'	Мукутль	NA	42.19562	46.861381	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1776.84460449219	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mukutl'	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
173	Zhazhada	Жажада	NA	42.197157	46.424903	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1892.42785644531	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash	Ташский	NA	NA	Zhazhada	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
174	Mazada	Мазада	NA	42.197896	46.390092	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1520.76599121094	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash	Ташский	NA	NA	Mazada	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
175	Nachada	Начада	NA	42.198508	46.448902	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1978.2109375	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash	Ташский	NA	NA	Nachada	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
176	Tinchuda	Тинчуда	NA	42.19861	46.45306	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	2075.15209960937	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash	Ташский	NA	NA	Tinchuda	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
177	Niklida	Никлида	NA	42.199941	46.406485	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1930.87561035156	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash	Ташский	NA	NA	Niklida	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
178	Bezhuda	Бежуда	NA	42.200348	46.479175	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	2288.99243164062	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash	Ташский	NA	NA	Bezhuda	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
179	Rosta	Роста	NA	42.20056	46.39667	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1749.47485351563	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash	Ташский	NA	NA	Rosta	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
180	Khotlob	Хотлоб	NA	42.201243	46.432755	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	2185.55688476562	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash	Ташский	NA	NA	Khotlob	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
181	Sinida	Синида	NA	42.20341	46.39071	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1853.294921875	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash	Ташский	NA	NA	Sinida	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
182	Saraf	Сараф	NA	42.20373	46.31767	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1393.35534667969	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Saraf	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
183	Khobokh	Хобох	NA	42.204624	46.379234	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1521.4111328125	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash	Ташский	NA	NA	Khobokh	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
184	Chunib	Чуниб	NA	42.20496	46.82498	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1906.23962402344	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Mukratl'	Мукратльский	NA	NA	Chunib	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
185	Kabasida	Кабасида	NA	42.205771	46.341334	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1751.28112792969	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Kabasida	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
186	Machar	Мачар	NA	42.206556	46.335204	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1998.26000976563	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Machar	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
187	Tseneb	Ценеб	NA	42.206684	46.842652	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1687.95959472656	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Mukratl'	Мукратльский	NA	NA	Tseneb	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
188	Tamuda	Тамуда	NA	42.21001	46.382	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1894.44201660156	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash	Ташский	NA	NA	Tamuda	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
189	Moschob	Мощоб	NA	42.21389	46.79167	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	2301.80810546875	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Moschob	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
190	Shidib	Шидиб	NA	42.214353	46.300745	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1803.53063964844	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash	Ташский	NA	NA	Shidib	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
191	Sodab	Содаб	NA	42.215081	46.81015	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1771.49548339844	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sodab	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
192	Landa	Ланда	NA	42.218	46.27432	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1536.74206542969	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash-Chadakolob	Ташско-чадаколобский	NA	NA	Landa	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
193	Khantakolob	Хантаколоб	NA	42.21944	46.29083	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1864.17956542969	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Khantakolob	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
194	Bochokh	Бочох	NA	42.22	46.28472	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1851.06127929688	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bochokh	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
195	Khintida	Хинтида	NA	42.220547	46.275395	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1642.04284667969	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash-Chadakolob	Ташско-чадаколобский	NA	NA	Khintida	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
196	Tokh	Тох	NA	42.222292	46.291546	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	2026.470703125	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tokh	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
197	Kharada	Харада	NA	42.222648	46.258528	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	2030.22509765625	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash-Chadakolob	Ташско-чадаколобский	NA	NA	Kharada	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
198	Gidib	Гидиб	NA	42.22942	46.80621	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1776.49340820313	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gidib	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
199	Khadakolob	Хадаколоб	NA	42.231683	46.261819	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1701.15563964844	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Tash-Chadakolob	Ташско-чадаколобский	NA	NA	Khadakolob	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
200	Nukhotkolob	Нухотколоб	NA	42.23195	46.265721	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1659.62817382813	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Nukhotkolob	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
201	Tsurib	Цуриб	NA	42.235	46.8333	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1461.7021484375	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Karakh	Карахский	Upper Karakh	Верхнекарахский	NA	NA	Tsurib	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
202	Gochob	Гочоб	NA	42.2375	46.6642	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	2019.77404785156	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Karakh	Карахский	Upper Karakh	Верхнекарахский	NA	NA	Gochob	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
203	Bukhty	Бухты	NA	42.240712	46.985633	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1802.77905273438	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Bukhti	Бухтинский	NA	NA	NA	NA	Bukhty	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
204	Urukh-Sota	Урух-сота	NA	42.24222	46.67694	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1820.29016113281	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Gid	Гидский	NA	NA	NA	NA	Urukh-Sota	NA	NA	Hid	hidd1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
205	Kosob	Кособ	NA	42.242893	46.368239	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1307.34826660156	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Antsrosunkhada	Анцросунхадинский	Kosob	Кособский	Kosob	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
206	Busutli	Бусутли	NA	42.24512	46.363326	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1554.62329101563	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Antsrosunkhada	Анцросунхадинский	Kosob	Кособский	Busutli	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
207	Shitli	Шитли	NA	42.24574	47.01268	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1825.56140136719	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Andalal	Андалальский	Sugratl'	Сугратлинский	NA	NA	Shitli	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
208	Shangoda	Шангода	NA	42.246859	47.000153	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1504.90002441406	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Andalal	Андалальский	Bukhti	Бухтинский	NA	NA	Shangoda	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
209	Magitl'	Магитль	NA	42.248081	46.366738	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1526.85803222656	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Antsrosunkhada	Анцросунхадинский	Kosob	Кособский	Magitl'	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
210	Tsibari	Цибари	NA	42.25213	45.87861	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1715.63928222656	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Tsibari	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
211	Talukh	Талух	NA	42.25652	46.74433	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1978.36560058594	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Karakh	Карахский	Lower Karakh	Нижнекарахский	NA	NA	Talukh	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
212	Ikha	Иха	NA	42.256944	45.820075	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1752.49572753906	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ikha	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
213	Sachada	Сачада	NA	42.258411	46.699595	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1873.79113769531	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Karakh	Карахский	Upper Karakh	Верхнекарахский	NA	NA	Sachada	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
214	Mugurukh	Мугурух	NA	42.26064	46.86533	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1733.83569335938	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Karakh	Карахский	Mukratl'	Мукратльский	NA	NA	Mugurukh	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
215	Sumeta	Сумета	NA	42.262025	46.705541	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1711.93078613281	FALSE	alekseevataev1997	22-26	Southern Avar	Южноаварский	Karakh	Карахский	Upper Karakh	Верхнекарахский	NA	NA	Sumeta	NA	NA	Karax	kara1473	avar1256	#009999	#009999	NA	NA	no	2022-06-02
216	Nakazukh	Наказух	NA	42.264594	46.914238	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	2003.31921386719	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Andalal	Андалальский	Sugratl'	Сугратлинский	NA	NA	Nakazukh	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
217	Gidatli	Гидатли	NA	42.266327	46.374506	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1830.7548828125	FALSE	saidova2008	23-28	Southern Avar	Южноаварский	Antsukh	Анцухский	Antsrosunkhada	Анцросунхадинский	Kosob	Кособский	Gidatli	NA	NA	Ancux	ancu1238	avar1256	#009999	#009999	NA	NA	no	2022-06-02
218	Utlukh	Утлух	NA	42.267533	46.730055	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1636.49890136719	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Utlukh	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
219	Gochada	Гочада	NA	42.272626	46.765272	Legacy data	NA	Avar	Avar	East Caucasian	Daghestan	NA	1557.75549316406	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gochada	NA	NA	NA	NA	avar1256	#009999	#009999	NA	NA	no	2022-06-02
